t,cause,jammer_on,jammer_channels
44.300,congestion,0,""
44.400,congestion,0,""
44.500,congestion,0,""
44.600,congestion,0,""
44.700,congestion,0,""
44.800,congestion,0,""
44.900,congestion,0,""
45.000,congestion,0,""
45.100,congestion,0,""
45.200,congestion,0,""
45.300,congestion,0,""
45.400,congestion,0,""
45.500,congestion,0,""
45.600,congestion,0,""
45.700,congestion,0,""
45.800,congestion,0,""
45.900,congestion,0,""
46.000,congestion,0,""
46.100,congestion,0,""
46.200,congestion,0,""
46.300,congestion,0,""
46.400,congestion,0,""
46.500,congestion,0,""
46.600,congestion,0,""
46.700,congestion,0,""
46.800,congestion,0,""
46.900,congestion,0,""
47.000,congestion,0,""
47.100,congestion,0,""
47.200,congestion,0,""
47.300,congestion,0,""
47.400,congestion,0,""
47.500,congestion,0,""
47.600,congestion,0,""
47.700,congestion,0,""
47.800,congestion,0,""
47.900,congestion,0,""
48.000,congestion,0,""
48.100,congestion,0,""
48.200,congestion,0,""
48.300,congestion,0,""
48.400,congestion,0,""
48.500,congestion,0,""
48.600,congestion,0,""
48.700,congestion,0,""
48.800,congestion,0,""
48.900,congestion,0,""
49.000,congestion,0,""
49.100,congestion,0,""
49.200,congestion,0,""
49.300,congestion,0,""
49.400,congestion,0,""
49.500,congestion,0,""
49.600,congestion,0,""
49.700,congestion,0,""
49.800,congestion,0,""
49.900,congestion,0,""
50.000,congestion,0,""
50.100,congestion,0,""
50.200,congestion,0,""
50.300,congestion,0,""
50.400,congestion,0,""
50.500,congestion,0,""
50.600,congestion,0,""
50.700,congestion,0,""
50.800,congestion,0,""
50.900,congestion,0,""
51.000,congestion,0,""
51.100,congestion,0,""
51.200,congestion,0,""
51.300,congestion,0,""
51.400,congestion,0,""
51.500,congestion,0,""
51.600,congestion,0,""
51.700,congestion,0,""
51.800,congestion,0,""
51.900,congestion,0,""
52.000,congestion,0,""
52.100,congestion,0,""
52.200,congestion,0,""
52.300,congestion,0,""
52.400,congestion,0,""
52.500,congestion,0,""
52.600,congestion,0,""
52.700,congestion,0,""
52.800,congestion,0,""
52.900,congestion,0,""
53.000,congestion,0,""
53.100,congestion,0,""
53.200,congestion,0,""
53.300,congestion,0,""
53.400,congestion,0,""
53.500,congestion,0,""
53.600,congestion,0,""
53.700,congestion,0,""
53.800,congestion,0,""
53.900,congestion,0,""
54.000,congestion,0,""
54.100,congestion,0,""
54.200,congestion,0,""
54.300,congestion,0,""
54.400,congestion,0,""
54.500,congestion,0,""
54.600,congestion,0,""
54.700,congestion,0,""
54.800,congestion,0,""
54.900,congestion,0,""
55.000,congestion,0,""
55.100,congestion,0,""
55.200,congestion,0,""
55.300,congestion,0,""
55.400,congestion,0,""
55.500,congestion,0,""
55.600,congestion,0,""
55.700,congestion,0,""
55.800,congestion,0,""
55.900,congestion,0,""
56.000,congestion,0,""
56.100,congestion,0,""
56.200,congestion,0,""
56.300,congestion,0,""
56.400,congestion,0,""
56.500,congestion,0,""
56.600,congestion,0,""
56.700,congestion,0,""
56.800,congestion,0,""
56.900,congestion,0,""
57.000,congestion,0,""
57.100,congestion,0,""
57.200,congestion,0,""
57.300,congestion,0,""
57.400,congestion,0,""
57.500,congestion,0,""
57.600,congestion,0,""
57.700,congestion,0,""
57.800,congestion,0,""
57.900,congestion,0,""
58.000,congestion,0,""
58.100,congestion,0,""
58.200,congestion,0,""
58.300,congestion,0,""
58.400,congestion,0,""
58.500,congestion,0,""
58.600,congestion,0,""
58.700,congestion,0,""
58.800,congestion,0,""
58.900,congestion,0,""
59.000,congestion,0,""
59.100,congestion,0,""
59.200,congestion,0,""
59.300,congestion,0,""
59.400,congestion,0,""
59.500,congestion,0,""
59.600,congestion,0,""
59.700,congestion,0,""
59.800,congestion,0,""
59.900,congestion,0,""
