t,cause,jammer_on,jammer_channels
55.500,spot,1,"6 "
55.600,spot,1,"6 "
55.700,spot,1,"6 "
55.800,spot,1,"6 "
55.900,spot,1,"6 "
56.000,spot,1,"6 "
56.100,spot,1,"6 "
56.200,spot,1,"6 "
56.300,spot,1,"6 "
56.400,spot,1,"6 "
56.500,spot,1,"6 "
56.600,spot,1,"6 "
56.700,spot,1,"6 "
56.800,spot,1,"6 "
56.900,spot,1,"6 "
57.000,spot,1,"6 "
57.100,spot,1,"6 "
57.200,spot,1,"6 "
57.300,spot,1,"6 "
57.400,spot,1,"6 "
57.500,spot,1,"6 "
57.600,spot,1,"6 "
57.700,spot,1,"6 "
57.800,spot,1,"6 "
57.900,spot,1,"6 "
58.000,spot,1,"6 "
58.100,spot,1,"6 "
58.200,spot,1,"6 "
58.300,spot,1,"6 "
58.400,spot,1,"6 "
58.500,spot,1,"6 "
58.600,spot,1,"6 "
58.700,spot,1,"6 "
58.800,spot,1,"6 "
58.900,spot,1,"6 "
59.000,spot,1,"6 "
59.100,spot,1,"6 "
59.200,spot,1,"6 "
59.300,spot,1,"6 "
59.400,spot,1,"6 "
59.500,spot,1,"6 "
59.600,spot,1,"6 "
59.700,spot,1,"6 "
59.800,spot,1,"6 "
59.900,spot,1,"6 "
