t,cause,jammer_on,jammer_channels
25.400,node_loss,0,""
25.500,node_loss,0,""
25.600,node_loss,0,""
25.700,node_loss,0,""
25.800,node_loss,0,""
25.900,node_loss,0,""
26.000,node_loss,0,""
26.100,node_loss,0,""
26.200,node_loss,0,""
26.300,node_loss,0,""
26.400,node_loss,0,""
26.500,node_loss,0,""
26.600,node_loss,0,""
26.700,node_loss,0,""
26.800,node_loss,0,""
26.900,node_loss,0,""
27.000,node_loss,0,""
27.100,node_loss,0,""
27.200,node_loss,0,""
27.300,node_loss,0,""
27.400,node_loss,0,""
27.500,node_loss,0,""
27.600,node_loss,0,""
27.700,node_loss,0,""
27.800,node_loss,0,""
27.900,node_loss,0,""
28.000,node_loss,0,""
28.100,node_loss,0,""
28.200,node_loss,0,""
28.300,node_loss,0,""
28.400,node_loss,0,""
28.500,node_loss,0,""
28.600,node_loss,0,""
28.700,node_loss,0,""
28.800,node_loss,0,""
28.900,node_loss,0,""
29.000,node_loss,0,""
29.100,node_loss,0,""
29.200,node_loss,0,""
29.300,node_loss,0,""
29.400,node_loss,0,""
29.500,node_loss,0,""
29.600,node_loss,0,""
29.700,node_loss,0,""
29.800,node_loss,0,""
29.900,node_loss,0,""
30.000,node_loss,0,""
30.100,node_loss,0,""
30.200,node_loss,0,""
30.300,node_loss,0,""
30.400,node_loss,0,""
30.500,node_loss,0,""
30.600,node_loss,0,""
30.700,node_loss,0,""
30.800,node_loss,0,""
30.900,node_loss,0,""
31.000,node_loss,0,""
31.100,node_loss,0,""
31.200,node_loss,0,""
31.300,node_loss,0,""
31.400,node_loss,0,""
31.500,node_loss,0,""
31.600,node_loss,0,""
31.700,node_loss,0,""
31.800,node_loss,0,""
31.900,node_loss,0,""
32.000,node_loss,0,""
32.100,node_loss,0,""
32.200,node_loss,0,""
32.300,node_loss,0,""
32.400,node_loss,0,""
32.500,node_loss,0,""
32.600,node_loss,0,""
32.700,node_loss,0,""
32.800,node_loss,0,""
32.900,node_loss,0,""
33.000,node_loss,0,""
33.100,node_loss,0,""
33.200,node_loss,0,""
33.300,node_loss,0,""
33.400,node_loss,0,""
33.500,node_loss,0,""
33.600,node_loss,0,""
33.700,node_loss,0,""
33.800,node_loss,0,""
33.900,node_loss,0,""
34.000,node_loss,0,""
34.100,node_loss,0,""
34.200,node_loss,0,""
34.300,node_loss,0,""
34.400,node_loss,0,""
34.500,node_loss,0,""
34.600,node_loss,0,""
34.700,node_loss,0,""
34.800,node_loss,0,""
34.900,node_loss,0,""
35.000,node_loss,0,""
35.100,node_loss,0,""
35.200,node_loss,0,""
35.300,node_loss,0,""
35.400,node_loss,0,""
35.500,node_loss,0,""
35.600,node_loss,0,""
35.700,node_loss,0,""
35.800,node_loss,0,""
35.900,node_loss,0,""
36.000,node_loss,0,""
36.100,node_loss,0,""
36.200,node_loss,0,""
36.300,node_loss,0,""
36.400,node_loss,0,""
36.500,node_loss,0,""
36.600,node_loss,0,""
36.700,node_loss,0,""
36.800,node_loss,0,""
36.900,node_loss,0,""
37.000,node_loss,0,""
37.100,node_loss,0,""
37.200,node_loss,0,""
37.300,node_loss,0,""
37.400,node_loss,0,""
37.500,node_loss,0,""
37.600,node_loss,0,""
37.700,node_loss,0,""
37.800,node_loss,0,""
37.900,node_loss,0,""
38.000,node_loss,0,""
38.100,node_loss,0,""
38.200,node_loss,0,""
38.300,node_loss,0,""
38.400,node_loss,0,""
38.500,node_loss,0,""
38.600,node_loss,0,""
38.700,node_loss,0,""
38.800,node_loss,0,""
38.900,node_loss,0,""
39.000,node_loss,0,""
39.100,node_loss,0,""
39.200,node_loss,0,""
39.300,node_loss,0,""
39.400,node_loss,0,""
39.500,node_loss,0,""
39.600,node_loss,0,""
39.700,node_loss,0,""
39.800,node_loss,0,""
39.900,node_loss,0,""
40.000,node_loss,0,""
40.100,node_loss,0,""
40.200,node_loss,0,""
40.300,node_loss,0,""
40.400,node_loss,0,""
40.500,node_loss,0,""
40.600,node_loss,0,""
40.700,node_loss,0,""
40.800,node_loss,0,""
40.900,node_loss,0,""
41.000,node_loss,0,""
41.100,node_loss,0,""
41.200,node_loss,0,""
41.300,node_loss,0,""
41.400,node_loss,0,""
41.500,node_loss,0,""
41.600,node_loss,0,""
41.700,node_loss,0,""
41.800,node_loss,0,""
41.900,node_loss,0,""
42.000,node_loss,0,""
42.100,node_loss,0,""
42.200,node_loss,0,""
42.300,node_loss,0,""
42.400,node_loss,0,""
42.500,node_loss,0,""
42.600,node_loss,0,""
42.700,node_loss,0,""
42.800,node_loss,0,""
42.900,node_loss,0,""
43.000,node_loss,0,""
43.100,node_loss,0,""
43.200,node_loss,0,""
43.300,node_loss,0,""
43.400,node_loss,0,""
43.500,node_loss,0,""
43.600,node_loss,0,""
43.700,node_loss,0,""
43.800,node_loss,0,""
43.900,node_loss,0,""
44.000,node_loss,0,""
44.100,node_loss,0,""
44.200,node_loss,0,""
44.300,node_loss,0,""
44.400,node_loss,0,""
44.500,node_loss,0,""
44.600,node_loss,0,""
44.700,node_loss,0,""
44.800,node_loss,0,""
44.900,node_loss,0,""
45.000,node_loss,0,""
45.100,node_loss,0,""
45.200,node_loss,0,""
45.300,node_loss,0,""
45.400,node_loss,0,""
45.500,node_loss,0,""
45.600,node_loss,0,""
45.700,node_loss,0,""
45.800,node_loss,0,""
45.900,node_loss,0,""
46.000,node_loss,0,""
46.100,node_loss,0,""
46.200,node_loss,0,""
46.300,node_loss,0,""
46.400,node_loss,0,""
46.500,node_loss,0,""
46.600,node_loss,0,""
46.700,node_loss,0,""
46.800,node_loss,0,""
46.900,node_loss,0,""
47.000,node_loss,0,""
47.100,node_loss,0,""
47.200,node_loss,0,""
47.300,node_loss,0,""
47.400,node_loss,0,""
47.500,node_loss,0,""
47.600,node_loss,0,""
47.700,node_loss,0,""
47.800,node_loss,0,""
47.900,node_loss,0,""
48.000,node_loss,0,""
48.100,node_loss,0,""
48.200,node_loss,0,""
48.300,node_loss,0,""
48.400,node_loss,0,""
48.500,node_loss,0,""
48.600,node_loss,0,""
48.700,node_loss,0,""
48.800,node_loss,0,""
48.900,node_loss,0,""
49.000,node_loss,0,""
49.100,node_loss,0,""
49.200,node_loss,0,""
49.300,node_loss,0,""
49.400,node_loss,0,""
49.500,node_loss,0,""
49.600,node_loss,0,""
49.700,node_loss,0,""
49.800,node_loss,0,""
49.900,node_loss,0,""
50.000,node_loss,0,""
50.100,node_loss,0,""
50.200,node_loss,0,""
50.300,node_loss,0,""
50.400,node_loss,0,""
50.500,node_loss,0,""
50.600,node_loss,0,""
50.700,node_loss,0,""
50.800,node_loss,0,""
50.900,node_loss,0,""
51.000,node_loss,0,""
51.100,node_loss,0,""
51.200,node_loss,0,""
51.300,node_loss,0,""
51.400,node_loss,0,""
51.500,node_loss,0,""
51.600,node_loss,0,""
51.700,node_loss,0,""
51.800,node_loss,0,""
51.900,node_loss,0,""
52.000,node_loss,0,""
52.100,node_loss,0,""
52.200,node_loss,0,""
52.300,node_loss,0,""
52.400,node_loss,0,""
52.500,node_loss,0,""
52.600,node_loss,0,""
52.700,node_loss,0,""
52.800,node_loss,0,""
52.900,node_loss,0,""
53.000,node_loss,0,""
53.100,node_loss,0,""
53.200,node_loss,0,""
53.300,node_loss,0,""
53.400,node_loss,0,""
53.500,node_loss,0,""
53.600,node_loss,0,""
53.700,node_loss,0,""
53.800,node_loss,0,""
53.900,node_loss,0,""
54.000,node_loss,0,""
54.100,node_loss,0,""
54.200,node_loss,0,""
54.300,node_loss,0,""
54.400,node_loss,0,""
54.500,node_loss,0,""
54.600,node_loss,0,""
54.700,node_loss,0,""
54.800,node_loss,0,""
54.900,node_loss,0,""
55.000,node_loss,0,""
55.100,node_loss,0,""
55.200,node_loss,0,""
55.300,node_loss,0,""
55.400,node_loss,0,""
